Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
2015,2018,4JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,7JD,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes,708,New,D Felony,Property,Theft,No
2015,2018,,Paroled to Detainer - INS,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,722,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,417,New,D Felony,Property,Forgery/Fraud,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,696,Tech,C Felony,Property,Burglary,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,912,Tech,C Felony,Drug,Trafficking,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2015,2018,7JD,Released to Special Sentence,Black - Non-Hispanic,45-54,Female,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,384,New,D Felony,Property,Forgery/Fraud,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,2JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No,,No Recidivism,,,,No
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,7JD,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,6JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Public Order,Other Public Order,Yes,344,Tech,D Felony,Public Order,Other Public Order,No
2015,2018,5JD,Parole Granted,White - Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,307,Tech,D Felony,Drug,Trafficking,No
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,774,New,Aggravated Misdemeanor,Violent,Assault,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,43,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,2JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,196,New,C Felony,Drug,Trafficking,No
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,131,Tech,B Felony,Drug,Trafficking,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,198,Tech,D Felony,Violent,Assault,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,Under 25,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2015,2018,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,260,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,Yes,364,Tech,D Felony,Public Order,OWI,No
2015,2018,,Paroled to Detainer - Out of State,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,344,New,C Felony,Property,Burglary,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Public Order,Prostitution/Pimping,No,,No Recidivism,,,,Yes
2015,2018,,Paroled to Detainer - INS,Asian or Pacific Islander - Non-Hispanic,25-34,Male,C Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,987,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,410,New,D Felony,Property,Burglary,Yes
2015,2018,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,813,New,D Felony,Violent,Assault,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes,254,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,1011,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2015,2018,,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,5JD,Paroled to Detainer - Out of State,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,633,New,D Felony,Drug,Other Drug,No
2015,2018,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,257,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,,Paroled to Detainer - INS,White - Hispanic,35-44,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,258,Tech,C Felony,Drug,Trafficking,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,6JD,Parole Granted,Black - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,514,Tech,D Felony,Property,Forgery/Fraud,No
2015,2018,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,77,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,735,Tech,C Felony,Property,Burglary,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,203,Tech,D Felony,Public Order,OWI,Yes
2015,2018,7JD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,314,New,D Felony,Public Order,Other Public Order,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,294,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2015,2018,6JD,Released to Special Sentence,Black - Non-Hispanic,Under 25,Male,Special Sentence 2005,Violent,Sex,Yes,903,New,D Felony,Other,Other Criminal,No
2015,2018,,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,1JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,Yes,338,New,Aggravated Misdemeanor,Other,Other Criminal,No
2015,2018,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,Yes,312,Tech,D Felony,Property,Burglary,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,159,New,D Felony,Property,Forgery/Fraud,No
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,372,New,C Felony,Property,Burglary,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,167,New,C Felony,Property,Theft,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,806,New,C Felony,Property,Theft,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,7JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,483,New,D Felony,Violent,Assault,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
2015,2018,7JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,248,New,D Felony,Public Order,Other Public Order,Yes
2015,2018,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,556,New,D Felony,Drug,Drug Possession,Yes
2015,2018,,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,No
2015,2018,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,,Parole Granted,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Flight/Escape,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2015,2018,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,951,New,C Felony,Violent,Robbery,Yes
2015,2018,7JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Female,C Felony,Property,Theft,Yes,96,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,152,Tech,D Felony,Public Order,OWI,Yes
2015,2018,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2015,2018,7JD,Released to Special Sentence,Black - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,397,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,367,Tech,D Felony,Property,Theft,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,2JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,70,Tech,D Felony,Property,Forgery/Fraud,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,775,New,D Felony,Public Order,Other Public Order,No
2015,2018,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2015,2018,1JD,Parole Granted,White - Non-Hispanic,55 and Older,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,4JD,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,6JD,Released to Special Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,Yes,507,Tech,C Felony,Violent,Murder/Manslaughter,No
2015,2018,,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2015,2018,7JD,Paroled to Detainer - Iowa,Black - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,Yes,232,New,D Felony,Property,Burglary,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,174,New,C Felony,Drug,Trafficking,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,147,New,C Felony,Drug,Trafficking,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,75,New,D Felony,Public Order,OWI,Yes
2015,2018,,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Female,C Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2015,2018,7JD,Paroled to Detainer - Iowa,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,172,New,D Felony,Violent,Assault,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Hispanic,55 and Older,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,344,Tech,D Felony,Property,Burglary,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,6JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,728,Tech,B Felony,Drug,Trafficking,No
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,297,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2015,2018,,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,208,Tech,C Felony,Property,Burglary,Yes
2015,2018,6JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,,Paroled to Detainer - Out of State,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,500,Tech,D Felony,Property,Theft,Yes
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2015,2018,,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Other,Other Violent,No,,No Recidivism,,,,Yes
2015,2018,3JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,350,Tech,D Felony,Property,Burglary,Yes
2015,2018,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,579,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,Yes,105,New,D Felony,Public Order,Other Public Order,Yes
2015,2018,7JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,101,New,D Felony,Property,Burglary,Yes
2015,2018,5JD,Released to Special Sentence,White - Non-Hispanic,35-44,Female,C Felony,Violent,Sex,Yes,81,Tech,Aggravated Misdemeanor,Other,Other Criminal,No
2015,2018,6JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,346,Tech,D Felony,Property,Burglary,Yes
2015,2018,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,110,Tech,C Felony,Drug,Trafficking,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,848,New,C Felony,Property,Burglary,Yes
2015,2018,5JD,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2015,2018,6JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,1JD,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,531,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
2015,2018,,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2015,2018,,Paroled to Detainer - INS,White - Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2015,2018,3JD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,729,New,D Felony,Public Order,Other Public Order,No
2015,2018,2JD,Discharged - Expiration of Sentence,White - Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,295,New,Serious Misdemeanor,Violent,Assault,Yes
2015,2018,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2015,2018,,Paroled to Detainer - Out of State,White - Non-Hispanic,Under 25,Female,D Felony,Public Order,OWI,Yes,461,Tech,D Felony,Public Order,OWI,No
2015,2018,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Violent,Sex,No,,No Recidivism,,,,No
2015,2018,4JD,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,98,New,Aggravated Misdemeanor,Property,Theft,No
2015,2018,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2015,2018,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,340,Tech,D Felony,Property,Burglary,Yes
2015,2018,6JD,Parole Granted,White - Non-Hispanic,Under 25,Male,B Felony,Violent,Other Violent,Yes,274,Tech,B Felony,Violent,Other Violent,Yes
2015,2018,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2015,2018,,Parole Granted,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2015,2018,,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2015,2018,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,506,New,C Felony,Property,Theft,Yes
