Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivism - Return to Prison numeric
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Hispanic,35-44,D Felony,Drug,Drug Possession,,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Property,Forgery/Fraud,6JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,55 and Older,C Felony,Violent,Sex,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,,Paroled to Detainer - Out of State,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Vandalism,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Weapons,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,7JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,,Paroled to Detainer - U.S. Marshall,Paroled to Detainer,Yes,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Other Public Order,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,1JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,4JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,5JD,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Hispanic,35-44,B Felony,Drug,Trafficking,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Arson,1JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Property,Forgery/Fraud,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,1JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,,Paroled to Detainer - Out of State,Paroled to Detainer,No,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,1JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,3JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,8JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Hispanic,25-34,C Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,2JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,7JD,Parole,Parole,No,0
2015,2018,White - Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,C Felony,Property,Burglary,5JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,Under 25,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,35-44,D Felony,Violent,Kidnap,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,C Felony,Property,Burglary,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,8JD,Special Sentence,Special Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,8JD,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,2JD,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,5JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,Weapons,,Paroled to Detainer - U.S. Marshall,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Kidnap,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,B Felony,Other,Other Criminal,4JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,B Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,4JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,4JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,2JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Theft,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,5JD,Paroled to Detainer - U.S. Marshall,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Other Public Order,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,6JD,Special Sentence,Special Sentence,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Property,Theft,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Violent,Sex,2JD,Special Sentence,Special Sentence,No,0
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,OWI,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Paroled to Detainer - Out of State,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,5JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,1JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,Vandalism,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,,Paroled to Detainer - INS,Paroled to Detainer,Yes,0
2015,2018,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,2JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,1JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,7JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,6JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,2JD,Parole,Parole,No,0
2015,2018,White - Hispanic,45-54,D Felony,Public Order,OWI,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,8JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,2JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Theft,3JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,1JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,3JD,Special Sentence,Special Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Other Violent,5JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,Under 25,D Felony,Drug,Trafficking,3JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,7JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,3JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Other,Other Violent,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,,Special Sentence,Special Sentence,No,0
2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,1JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Kidnap,3JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,7JD,Parole,Parole,No,0
2015,2018,White - Hispanic,25-34,D Felony,Drug,Trafficking,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,8JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Property,Theft,6JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,3JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,6JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Arson,2JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,6JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Arson,2JD,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,7JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,4JD,Parole,Parole,No,0
2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,8JD,Parole,Parole,No,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,5JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,6JD,Parole,Parole,Yes,0
2015,2018,White - Hispanic,35-44,D Felony,Violent,Sex,,Paroled to Detainer - INS,Paroled to Detainer,No,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,3JD,Parole,Parole,Yes,0
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,0
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,1JD,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Other Criminal,,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,45-54,C Felony,Violent,Sex,7JD,Special Sentence,Special Sentence,No,0
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,,Parole,Parole,Yes,0
2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,Yes,0
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,5JD,Discharged End of Sentence,Discharged End of Sentence,Yes,0
